Number,Short Description,AI Generated Category,Confidence Score
"IM1135172","OKTA: Reset OKTA: NA","Application Function Issue","90"
"IM1135173","Okta : User needed Okta reset for new mobile","Password Reset","90"
"IM1135175","Unable to login to Browser.","Access Authentication Failure","80"
"IM1135245","Unable to login to share inbox sea@internationalsos.com","Access Authentication Failure","75"
"IM1135274","Tricare User: Top Account locked, Password incorrect: Logged out of VDI: No remote list: No","Access Authentication Failure","95"
"IM1135314","PC/Laptop: All the applications are slow: Unable to login to VDI","Access Authentication Failure","85"
"IM1135338","PC/NoteBook - unable to login - bitlocker","Access Authentication Failure","90"
"IM1135341","Okta  - reset needed - got new phone","Password Reset","95"
"IM1135365","reset okat for yeeyew.how@internationalsos.com","Password Reset","90"
"IM1135409","Salesforce - unable to login to salesforce with quantam demo account","Access Authentication Failure","95"
"IM1135412","Laptop: Password sync issue : Banu.Yilmaz@internationalsos.com","Password Reset","85"
"IM1135436","not able to login to Citrix","Access Authentication Failure","90"
"IM1135517","Tricare No remote list : No , Account Lock out issue : martha.mcnaughtdavis@internationalsos.com","Access Authentication Failure","80"
"IM1135520","Laptop: Unable to login to system. Error: Incorrect password.","Password Reset","90"
"IM1135530","Zscaler - unable to login - this device has  a firewall or antivirus program blocking Zscaler client","Security Violation","85"
"IM1135537","OKTA Reset : ramiro.torres@internationalsos.com","Password Reset","95"
"IM1135543","password sync issue","Application Function Issue","75"
"IM1067379","Ringing sound always interrupts the audio","Hardware","60"
"IM1135545","Laptop- user is unable to log in to her laptop due to an account lockout issue","Access Authentication Failure","90"
"IM1135558","Laptop- user unable to login to his laptop after getting back from the break","Access Authentication Failure","95"
"IM1135561","Top VDI - Tricare NO Remote List [NO] - Unlock Top account","Access Authentication Failure","85"
"IM1126041","Risk rating for Marshall Islands showing incorrectly for Portal V2","Application Function Issue","90"
"IM1135569","OKTA: Need OKTA reset.","Password Reset","95"
"IM1077637","Riskman cant log in","Access Authentication Failure","90"
"IM1070751","Riskman is not working","Application Function Issue","80"
"IM1073658","Riskman log not working","Application Function Issue","85"
"IM1135577","User account locked","Access Authentication Failure","95"
"IM1099045","Riskman not loading - also unable to log in","Access Authentication Failure","85"
"IM1135587","TOP Password Change","Password Reset","90"
"IM1135609","OKTA reset request for ADM and ISOS account [ronaldo.yanez@internationalsos.com and ryanezadm@intern","Password Reset","95"
"IM1135621","Others:Xodo PDF Studio has an update to 1.0. Need admin username and password to update.","Application Function Issue","80"
"IM1085295","Riskman- Requesting permission to view cases","Access Grant Request","90"
"IM1135639","Unable to login","Access Authentication Failure","95"
"IM1077801","Riskmann is down on cooperate and VDI","Node/Device Down","85"
"IM1135663","Account : Locked","Access Authentication Failure","90"
"IM1135702","OKTA - Unable to send push Notification - Need to reset .","Password Reset","80"
"IM1062819","RITM0755954 - BNP Paribas","Access Grant Request","70"
"IM1135714","It says your account is temporary locked:I recently change my password and i think i accidentally pu","Access Authentication Failure","90"
"IM1135745","Okta and Sugar CRM: Unable to login","Access Authentication Failure","85"
"IM1135756","Laptop:Need to reset the okta for user Jay.datta@aspirelifestyles.com","Password Reset","95"
"IM1135785","Newcase - MDC Newcase - unable to login","Access Authentication Failure","85"
"IM1135796","OKTA : Reset :  annelize.dupreez@internationalsos.com","Password Reset","95"
"IM1135864","okta reset for paola.tavares@internationalsos.com","Password Reset","95"
"IM1135881","Laptop: Unable to login to system: Incorrect password.","Access Authentication Failure","80"
"IM1135886","VDI - unable to login- account locked","Access Authentication Failure","90"
"IM1072397","RITM0764781 - Shared mailbox permission request provided approval after the request is closed and re","Access Grant Request","95"
"IM1068643","RITM0765600 - User need to raise the DL Modification request by the Provided catalog , require DL Ow","DL creation","85"
"IM1135887","password expired for login of touqir.razakhan@internationalsos.com into vdi","Password Reset","90"
"IM1102099","RITM0766476- not worked","Application Function Issue","70"
"IM1073329","RITM0767790 - guide the user to create the request","Access Grant Request","80"
"IM1136055","Password : User not able to login to system as getting incorrect password error","Password Reset","95"
"IM1136109","Account locked out","Password Reset","90"
"IM1136179","Password : User not able to login to aspire account","Password Reset","95"
"IM1077489","RITM0769600-not working and user need catalog for update the contact","Application Function Issue","80"
"IM1078368","RITM0769931 -regarding  resolved issue","Access Grant Request","70"
"IM1136269","SSPR|| Need assistance in resetting the password via SPR","Password Reset","95"
"IM1136294","PC/NOTEBOOK -  Unable to login to PC","Access Authentication Failure","95"
"IM1136312","Gapelle Passiri account's was blocked since fews weeks ago","Access Authentication Failure","85"
"IM1136326","Unbale to signin to VDI","Access Authentication Failure","90"
"IM1136340","Laptop:Unable to log on - just changed my password and I am unable to log onto my laptop despite my ","Password Reset","75"
"IM1090206","RITM0775746 - Need Modification done to the DL","DL creation","90"
"IM1089924","RITM0775778: Copilot License for Tetiana Chaban","Access Grant Request","80"
"IM1136345","Okta - Unable to setup and unable to login to the system.","Access Authentication Failure","95"
"IM1136398","I can no longer login successfully","Access Authentication Failure","90"
"IM1136410","Not able to change the password of the device, it is default as it is","Password Reset","85"
"IM1136437","iCare: Unable to login and change the password","Access Authentication Failure","80"
"IM1136439","Active directory  - requesting to reset password to user - Geraldine.Koempel@ms.internationalsos.com","Password Reset","95"
"IM1136444","Unable to login to Sun6 Q&A , it requested an update","Password Reset","80"
"IM1108206","RITM0777088 | SCTASK0169811   connected for update","Access Authentication Failure","70"
"IM1105747","RITM0779701 - TACAS users","Access Authentication Failure","70"
"IM1136446","Credentials no accepted to log into home page","Password Reset","90"
"IM1154054","RITM078222 - User enquired why was the ticket closed.","Service/Process Failure","60"
"IM1136453","OKTA reset","Password Reset","95"
"IM1136462","Okta - Requested to reset okta - denielle.baldwin@aspirelifestyles.com","null","null"
"IM1136476","Active Directory- Got a message as Password has expired but not able to change password","Password Reset","95"
"IM1136494","Okta - requested to reset okta - meliza.rojas@internationalsos.com","Access Grant Request","90"
"IM1136498","Reset okta : alyce.ferreira@internationalsos.com","Password Reset","95"
"IM1115006","RITM0786727, RITM0786725, RITM0786724 - Modify DL.TOP.PRG.PAC","DL creation","85"
"IM1136507","RITM0789906  - Requested for password reset - hussein.abdulkadhim@ms.internationalsos.com","Password Reset","95"
"IM1136641","cyberark not able to login","Password Reset","95"
"IM1125777","RITM0791454: Request to Restore Sending Rights for consultingsupport@internationalsos.com","Access Grant Request","90"
"IM1136662","Password reset for  Judy Dupre - their intlsos account","Password Reset","95"
"IM1136664","Bitlocker recovery: User wanted bitlocker recovery key to login to system","Access Authentication Failure","85"
"IM1136736","Please help reset cindy.cheng@aspirelifestyles.com SOS OKTA MFA","Password Reset","95"
"IM1139556","RITM0796405","Access Authentication Failure","70"
"IM1136814","OKTA Reset: Lost his phone, need to setup Okta again","Password Reset","85"
"IM1136817","Unable to login to QnA","Access Authentication Failure","90"
"IM1126766","rohit.prasad@internationalsos.com add in above group (IndiaEXCO@internationalsos.com","Access Grant Request","75"
"IM1126989","RTC Issue","Application Function Issue","80"
"IM1136826","New user account login issue – No password reset prompt and unexpected Okta device registration","Hardware","70"
"IM1112321","S drive","Access Authentication Failure","85"
"IM1136853","Laptop:user unable to login system","null","null"
"IM1136860","Laptop - password reset for  temporary disable","Password Reset","95"
"IM1136865","SUN6 Q&A Info need to be updated. There is error pop-out message when trying to login.","Application Function Issue","85"
"IM1136895","TOP account Locked","Access Authentication Failure","90"
"IM1136940","Hydra: Unable to login to hydra Incident: Login details were not accepted.","Access Authentication Failure","90"
"IM1137005","OKTA Reset : rianne.charles@internationalsos.com","Access Grant Request","80"
"IM1137008","User needs to reset their password, as they have not signed into their laptop for a long time.","Password Reset","95"
"IM1137042","OKTA - reset OKTA MFA for the user - no error message","Password Reset","90"
"IM1137046","when i try to log in the zscaler it is asking to password when i try to put my password its showing ","Access Authentication Failure","85"
"IM1137047","PC: Unable to login to system: Incorrect password.","Access Authentication Failure","90"
"IM1137069","User is getting bitlocker screen and is unable to get into his laptop, Bitlocker recover ID- 26D0293","Security Violation","85"
"IM1137070","password reset for Vincent Moutou for the user account disablement","Password Reset","90"
"IM1137112","Others:User is a doctor and returned for his rotation he changed his password yesterday and now he i","Application Function Issue","70"
"IM1137155","Tricare No remote list : NO  VDI lock issue","Hardware","60"
"IM1155940","sales force log out randomly","Service/Process Failure","80"
"IM1137181","PC - User is locked out of the system.","Access Authentication Failure","95"
"IM1137197","Phone system: User not able to login to Microsoftonlie.","Access Authentication Failure","90"
"IM1137268","OKTA reset :User deleted the appliaction. accidently","Password Reset","85"
"IM1105921","Sales Force was showing me a weird message and couldn't hear the client","Application Function Issue","80"
"IM1137308","Account locked","Access Authentication Failure","90"
"IM1137338","Nice in contact - unable to login- Error username or password is incorrect","Access Authentication Failure","95"
"IM1137382","Laptop - unable to login to the system as it's asking for Bitlocker Recovery key","Access Authentication Failure","95"
"IM1137390","Bitlocker - Unable to login to Laptop","Access Authentication Failure","90"
"IM1137471","unable to login to the account","Access Authentication Failure","85"
"IM1137552","Unable to log in:I've been trying to login to Amadeus but it's stuck loading","Application Function Issue","80"
"IM1137693","PC\NoteBook : Unable to login to the system - one time admin code","Access Authentication Failure","90"
"IM1137697","aldjia.elhadi@internationalsos.com this account is locked could you please inclock this account","Password Reset","85"
"IM1137714","user unable to login to teams","Access Authentication Failure","95"
"IM1110526","same as above","Access Authentication Failure","95"
"IM1112908","same problem from what I had yesterday can't get back on VDI","Access Authentication Failure","95"
"IM1137723","user unable to login to pc","Access Authentication Failure","95"
"IM1128384","Scanning Issues","Application Function Issue","70"
"IM1137801","PC - User is unable to login to the system with the new password.","Password Reset","90"
"IM1137813","I need to reset my password. Creating ticket as per work timekeeping requirement. No assistance from","Password Reset","95"
"IM1095260","Script Questions for Novetus Engineering has radio buttons rather than dropdown options that contain","Application Function Issue","85"
"IM1137874","bjs.salesintern@internationalsos.com- reset okta","Password Reset","90"
"IM1090432","Scripts not loading on a case","Application Function Issue","75"
"IM1104681","SD agent First name display issue","Application Function Issue","80"
"IM1137900","User forgot the password unable to login to PC","Password Reset","95"
"IM1137906","Okta reset - Lakshita Grover <lakshita.grover@aspirelifestyles.com>","Password Reset","95"
"IM1087702","SD-506373 RE: URGENT - Your Certificate is close to its Expiry Date - Take Actions || medaire.intern","Security Violation","85"
"IM1137937","Infor Q&A - Login GK1 blocked","Access Authentication Failure","90"
"IM1137940","vdi- Unable to  login - unlock  account","Password Reset","95"
"IM1137947","okta reset - Buhle Lemako","Password Reset","95"
"IM1137975","okta - reset needed as changed phone","Password Reset","95"
"IM1089653","SD-507110 RE: URGENT - Your Certificate is close to its Expiry Date - Take Actions || medaire.intern","Application Function Issue","90"
"IM1137978","okta reset - Ali Almohaimeed","Password Reset","95"
"IM1089713","SD-507110 RE: URGENT - Your Certificate is close to its Expiry Date - Take Actions || medaire.intern","Application Function Issue","90"
"IM1089912","search bar in laptop is not working","Hardware","85"
"IM1114062","Search Function not working","Application Function Issue","90"
"IM1138021","Okta - Requested to reset okta to user michelle.jv.rensburg@internationalsos.com","Password Reset","95"
"IM1138030","WPS - unable to login - incorrect username or password","Access Authentication Failure","85"
"IM1138038","Laptop - unable to login - error username and password is incorrect","Access Authentication Failure","80"
"IM1138075","Unable to login to account, okta - Password issue - Unable to change password","Password Reset","75"
"IM1068684","Secondary ringer on agent doesn't ring out loud & via headset.","Hardware","90"
"IM1087992","See above","Password Reset","80"
"IM1138078","Reset okta verification","Access Authentication Failure","70"
"IM1138090","SPIN & SPINe:spin does not accept my user password. I received a confirmation that my user has been ","Application Function Issue","60"
"IM1108223","see picture in the chat i've sent:see picture","Service/Process Failure","50"
"IM1061389","SEL replicated SIN for new case, but SIN says that they cannot see this case, though SIN replicated ","Access Authentication Failure","40"
"IM1138110","My hr - unable to login - Error we cannot sign you in","null","null"
"IM1138165","PC/Laptop: locked out of PC, unable to login: Incorrect password","Password Reset","95"
"IM1138179","PC/NOTEBOOK  - unable to login after changing the password","Password Reset","95"
"IM1138199","Active directory: Password expired, able to login to laptop, not o365","Access Authentication Failure","80"
"IM1138267","OKTA - Need okta reset","Password Reset","95"
"IM1138293","Reset OKta","Password Reset","95"
"IM1138296","Okta - Requested to reset okta - gabriele.montes@internationalsos.com","Password Reset","95"
"IM1111846","sent MTYO006510 to PHL","Service/Process Failure","70"
"IM1138360","Okta Reset","Password Reset","95"
"IM1138369","Bitlocker  recovery Key : abrimanis@beaconohss.com","Password Reset","95"
"IM1138375","TOP account: Unlock tricare VDI","Access Authentication Failure","80"
"IM1138523","My hr - unable to login - Error  okta","Password Reset","95"
"IM1138530","Reset the password for Nari Kwon on","Password Reset","95"
"IM1138568","Laptop:Login Issue","Access Authentication Failure","80"
"IM1138612","Laptop - not working properly after changing the password","Hardware","70"
"IM1138638","Password reset for Ria Jathan","Password Reset","95"
"IM1069981","Server connectivity issue","Password Reset","95"
"IM1138728","OKTA - Reset okta for bharat.golhar@aspirelifestyles.com","Password Reset","95"
"IM1138731","Top Account unlock","Access Grant Request","90"
"IM1138738","OKTA - Reset okta for smruti.jagdale@aspirelifestyles.com","Password Reset","95"
"IM1138758","OKTA - Reset OKTA MFA - no error message","Password Reset","85"
"IM1138766","Unlock VDI","Access Grant Request","90"
"IM1138811","Djerayom.roger@internationalsos.com accout blocked","Security Violation","80"
"IM1138856","Unable to reset the password","Password Reset","90"
"IM1138983","reset password for mahfoud.khetib@internationalsos.com","Password Reset","100"
"IM1138984","okat reset for reset Sarah Tawiah","Access Authentication Failure","100"
"IM1138989","Laptop - user locked out of laptop - jeanine.devilliers@internationalsos.com","Access Authentication Failure","100"
"IM1116916","Server status","Server status","100"
"IM1139031","John.Sonneman@ms.internationalsos.com" is locked","Access Authentication Failure","100"
"IM1139118","Account Lockout: Account locked every day when sign in","Access Authentication Failure","100"
"IM1139180","Account locked out: User's account was locked","Access Authentication Failure","95"
"IM1139220","user account locked","Access Authentication Failure","90"
"IM1139238","I have changed phone and now I am unable to login OKTA. Could you please help me in that","Access Authentication Failure","85"
"IM1139239","user is unable to login on system and okta","Access Authentication Failure","80"
"IM1088477","Service Desk ticket","Service/Process Failure","70"
"IM1139267","Okta: User is unable to login","Access Authentication Failure","90"
"IM1126783","service laptop 'shift' key not working.","Hardware","95"
"IM1100954","Service now fulfiller license","Password Reset","80"
"IM1139286","Password : User was not able to login to system due to password issue","Access Authentication Failure","90"
"IM1139308","Citrix:Cannot locked","Application Function Issue","70"
"IM1139353","Laptop - unable to login - Error  Username and Password incorrect","Access Authentication Failure","95"
"IM1070091","ServiceNow / Microsoft Teams | Teams Channel Membership Update (Audit Request) | Sylvester Santos","Service/Process Failure","60"
"IM1139507","OKTA - reset OKTA MFA - no error message","Password Reset","90"
"IM1139568","Nice Incontact - blank page after login - no error message","Access Authentication Failure","95"
"IM1139586","NICE InContact- unable to login- login failed","Access Authentication Failure","90"
"IM1139646","TOP || Unable to reset the Password||Account is lock","Password Reset","85"
"IM1104517","ServiceNow : User was facing issue with creating request as not able to attach approval document","Application Function Issue","80"
"IM1139708","Bit Locker | Need help with bit locker recovery key","Security Violation","75"
"IM1139736","Laptop- user is unable to sign in to the laptop due to an account lockout","Access Authentication Failure","95"
"IM1139747","Laptop- User unable to sign-in to the laptop due to account lockout issue","Access Authentication Failure","95"
"IM1139763","INTLSOS Account Login Failure and OKTA Authentication Issue","Access Authentication Failure","90"
"IM1139783","OKTA Reset : vinoth.kalaimadhi@internationalsos.com","Password Reset","85"
"IM1139796","Demo account - Unable to login - Error account  does not exist.","Access Authentication Failure","80"
"IM1139838","myHR:I am unable to login My HR portal","Access Authentication Failure","95"
"IM1139856","Unable to login SPIN system","Access Authentication Failure","95"
"IM1139857","Laptop - password unable to change - Error contact admin","Password Reset","90"
"IM1139894","VDI - Unable to login - Error cannot connect","Access Authentication Failure","95"
"IM1077254","set up  laptop","Hardware","80"
"IM1139908","OKTA reset: User need okta reset because okta app automatically deleted.","Password Reset","95"
"IM1139912","VDI - unable to login - user account expired","Access Authentication Failure","95"
"IM1135698","Set up : Microsoft Authenticator","Password Reset","95"
"IM1139918","TOP Password reset is required","Password Reset","95"
"IM1140031","Unable to authenticate zscaler app on this pc with my credentials","Access Authentication Failure","85"
"IM1140065","VDI - unable to login - account locked","Access Authentication Failure","90"
"IM1140084","MYHR - unable to login due to not getting push notification","Access Authentication Failure","80"
"IM1140090","Laptop. Unable to login to system with new password after password reset: Incorrect password or user","Access Authentication Failure","75"
"IM1140105","OKTA - reset OKTA MFA - no error message","Password Reset","95"
"IM1152238","Settings : Date and Time sync issue","Application Function Issue","85"
"IM1140145","Microsoft teams  - unable to login - we are having trouble signing you in","Access Authentication Failure","90"
"IM1140146","OKTA reset - internationalsos account","Password Reset","80"
"IM1140165","SUn6 - I need to login to SUN6 and it keeps prompting me to update it but the update keeps failing s","Application Function Issue","75"
"IM1140337","Computer- user is unable to log in to her laptop as she is attempting to log in after 5 months and d","Password Reset","80"
"IM1140348","OKTA reset : meredith.green@ihms.com.au","Password Reset","95"
"IM1134761","several time difficult to log in to the meeting on Teams coporate and TOP side","Access Authentication Failure","70"
"IM1149228","SF case creation failure - PROD","Service/Process Failure","90"
"IM1140352","Okta: Reset my Okta","Password Reset","95"
"IM1140363","OKTA: Reset okta","Password Reset","95"
"IM1140568","Account Lock : Redentor.Atanacio3@ms.internationalsos.com","Access Authentication Failure","95"
"IM1140612","PC/Notebook - User is unable to login to laptop and unable to change the password using SSPR","Access Authentication Failure","90"
"IM1140646","Password - unable to change / showing expired","Password Reset","85"
"IM1140653","PC - User is locked out of account again.","Access Authentication Failure","90"
"IM1064970","SFDC issue","Application Function Issue","80"
"IM1140659","OKTA: Reset authenticator","Password Reset","90"
"IM1132217","SFDC no longer log in","Access Authentication Failure","85"
"IM1140673","Desktop:We need a desktop unlocked remotely Control+alt+del","Access Authentication Failure","95"
"IM1140699","Laptop - unable to  login - Error Account is locked","Access Authentication Failure","90"
"IM1140756","Citrix:VDI Locked - Getting error as locked out","Access Authentication Failure","85"
"IM1140773","E-Learning. Unable to login to e-learning: Not getting Push Notification.","Application Function Issue","80"
"IM1140781","Q&A error - Unable to login - Exception occurred during installation  of Q&A","Application Function Issue","75"
"IM1140787","Laptop - unable to login - incorrect username or password","Password Reset","95"
"IM1140852","Laptop - unable to login - account locked","Access Authentication Failure","90"
"IM1140912","Bitlocker - need recovery key - ZAJNBLT10JW494","Password Reset","85"
"IM1140953","Password Shared with Incorrect Recipient","Security Violation","95"
"IM1140954","Zscaler - unable to login - unable to signin","Access Authentication Failure","80"
"IM1140995","Active Directory -  password reset - Not able to change windows password. Its giving an error","Password Reset","90"
"IM1141027","Others:Unable to Login Q&A","Password Reset","80"
"IM1141094","Laptop: Got locked. Unable to login to Account.","Access Authentication Failure","90"
"IM1141120","LAPTOP - user is unable to sign in to her laptop due to a password issue","Access Authentication Failure","95"
"IM1087665","Shared box not working , LC coul not see "Inbox"","Application Function Issue","70"
"IM1141207","Account Locked : wade.chan@internationalsos.com","Access Authentication Failure","95"
"IM1141218","Laptop- User is unable to access her laptop after the updates with the new password","Access Authentication Failure","85"
"IM1141331","okta : User need okta reset to setup for new mobilephone.","Password Reset","95"
"IM1141378","Locked out of laptop: OKTA password expired: Contact your administrator","Access Authentication Failure","85"
"IM1089709","Shared folder - catalog needed","Application Function Issue","70"
"IM1068326","Shared Mailbox","Access Grant Request","80"
"IM1085699","Shared mailbox - Need to add users to the shared mailbox","Access Grant Request","90"
"IM1141480","TecMFA|| Unable to login as device is asking for offline TOTP","Access Authentication Failure","90"
"IM1075859","shared mailbox - not working","Application Function Issue","65"
"IM1141490","Okta- user needs to reset their  Okta account in order to set it up on her phone","Password Reset","95"
"IM1141584","Account Unlock / Password Reset - User was unable to access the System  - Active Directory .","Password Reset","90"
"IM1141707","okta reset","Password Reset","90"
"IM1141710","Okta : Okta reset request","Password Reset","90"
"IM1141880","OKTA | Forgot phone, Need Okta reset done","Password Reset","90"
"IM1141886","OKTA | Colleague accidentally reset her okta verify and the International SOS Okta verify got remove","Password Reset","80"
"IM1141887","OKTA | Need to reset okta account","Password Reset","90"
"IM1141914","Active Directory - Unable to access the system -  Password Reset","Password Reset","95"
"IM1090333","shared mailbox  RITM0775168 -not working","Application Function Issue","70"
"IM1141920","AD | Need BitLocker recovery key","Security Violation","60"
"IM1141989","MyHR: MyHR login issue","Access Authentication Failure","85"
"IM1142015","PC/Notebook - User is locked out of system. Error : Too many authentication failure","Access Authentication Failure","95"
"IM1067589","Shared mailbox creation catalog enquiry","Access Grant Request","85"
"IM1142032","not able to login to santosh.pathak@aspirelifestyles.com accountNo a","Access Authentication Failure","90"
"IM1142060","OKTA : Reset","Password Reset","95"
"IM1142084","VDI - unable to login - user account expired","Access Authentication Failure","95"
"IM1064137","Shared mailbox- Removal from Mailbox","Access Revoke","90"
"IM1142095","Please reset my password for VDI","Password Reset","95"
"IM1142102","Password: password synchornization issue.","Password Reset","95"
"IM1142125","Login issue : User informed that not able to login to intlsos account","Access Authentication Failure","85"
"IM1142129","Okta reset","Password Reset","90"
"IM1142204","Laptop: Unable to login to system. Forgotten the password.","Access Authentication Failure","80"
"IM1142282","PC/NOTEBOOK - unable to login to device due to synchronization issue - Incorrect password or user na","Access Authentication Failure","75"
"IM1142288","password issue: Account locked: You're account is locked and it cannot be logged on to","Password Reset","95"
"IM1142343","Active directory: Unable to login to laptop: Incorrect password","Access Authentication Failure","90"
"IM1071964","Shared Mailbox Request","Access Grant Request","85"
"IM1142036","Shared Mailbox unable to send mails.","Service/Process Failure","80"
"IM1142351","OKTA - reset OKTA MFA - no error message","Password Reset","75"
"IM1155316","Shared mailbox: basrahOHclinicmanager@internationalsos.com: clinic mail is not working","Service/Process Failure","70"
"IM1097187","Shared the catalog item to the user.","Access Grant Request","90"
"IM1142385","Unable to access application. Not able to authenticate Zscaler. Need password reset.","Password Reset","95"
"IM1097192","Shared the correct catalog item to the user.","Access Grant Request","90"
"IM1142502","Password reset : volodymyr.pichugin@ms.internationalsos.com","Password Reset","95"
"IM1142508","Aspire Okta : Account needs to be reset from the old device and set up over the new device.","Access Authentication Failure","85"
"IM1112143","Sharepoint - unable to find  a particular folder from SharePoint","Application Function Issue","90"
"IM1142523","RPT account : Password reset","Password Reset","95"
"IM1159877","Sharepoint - unable to open the link on browser","Application Function Issue","85"
"IM1142534","TOP No remote list No : TOP VDI Locked : Juliana.CHRISTMAS@internationalsos.com","Access Authentication Failure","80"
"IM1142606","AD | Need to unlock the account","Access Authentication Failure","90"
"IM1142641","VDI:User's TOP account was locked","Access Authentication Failure","95"
"IM1142790","Reset the password for Marcelin Zozo on","Password Reset","95"
"IM1142830","Active Directory: Unable to login to laptop : Incorrect password","Access Authentication Failure","90"
"IM1142884","Riskman - unable to login inside the vdi- Error Your login details are not acceptable","Access Authentication Failure","85"
"IM1142956","OKTA - reset OKTA MFA","Password Reset","90"
"IM1142984","Active Directory: Unable to reset password: Contact your administrator","Access Authentication Failure","80"
"IM1139095","SharePoint: Can not upload a file","Application Function Issue","85"
"IM1142061","Sidel ISS dedicated line is not connecting +41227106500","Network","85"
"IM1143055","Citrix:can not login to citrix","Access Authentication Failure","90"
"IM1106058","SIN AC can't receive or see inbound action from BJS","Node/Device Down","75"
"IM1134196","SIN and PHL both have UC for MPHL024506","Service/Process Failure","80"
"IM1101360","SIN has replicated SYD on a new case MSIN008253","Node/Device Down","70"
"IM1143141","I am locked out of my account","Password Reset","95"
"IM1143150","Changed password and now I can't log in Microsoft account. I don't have a screen shot.","Password Reset","85"
"IM1159212","Since this morning ( 8 am local time) i have had difficulty getting VDI to load and maintain connect","Application Function Issue","75"
"IM1143174","Active Directory: Unable to login to laptop: Incorrect password","Access Authentication Failure","90"
"IM1113339","Singapore lines are unable to connect through the Citi Prestige Hotline.","Network","65"
"IM1143186","Citrix:VDI locked","Node/Device Down","80"
"IM1143197","OKTA: OKTA Reset: NA","Password Reset","100"
"IM1143209","Okta Reset : Kristie.Welch@medaire.com","Password Reset","100"
"IM1091509","Site is down/intermittent observed in elastic search https://api-services.internationalsos.fr/","Application Function Issue","100"
"IM1118518","Sitecore - Stage - Published Alerts not returning in Alerts API","Application Function Issue","100"
"IM1143221","OKTA : Reset Alair.Freitas@ms.internationalsos.com","Password Reset","100"
"IM1143336","OKTA Reset : edna.kialou@internationalsos.com","Password Reset","100"
"IM1143359","Laptop BitLocker screen- User unable to sign-in to his laptop as its prompting for the bitlocker scr","Access Authentication Failure","95"
"IM1143382","OKTA : Reset","Password Reset","90"
"IM1143385","my responses on teams do not send unless i reset the computer multiple times for the night","Application Function Issue","85"
"IM1143389","Okta : Unable to login into okta","Access Authentication Failure","90"
"IM1143400","Citrix:Citrix log in issue. installer prompted admin password","Application Function Issue","80"
"IM1137862","Slaespad- Need help to launch Sales Pad","Application Function Issue","85"
"IM1143419","PC - User needs OKTA MFA reset.","Password Reset","95"
"IM1143422","Account locked frequently","Access Authentication Failure","85"
"IM1143448","User's Intlsos Account got Locked","Access Authentication Failure","80"
"IM1143463","Lauren.ALVAREZ-BESA@ms.internationalsos.com- reset okta","Password Reset","90"
"IM1129052","SMTP Alert for client MSF was received 4 times on 14th May 2026","Service/Process Failure","90"
"IM1143477","Okta : Okta reset request","Password Reset","95"
"IM1143494","Okta reset - jignesh.munde@aspirelifestyles.com","Password Reset","95"
"IM1143504","Laptop - password reset","Password Reset","100"
"IM1143507","OKTA : reset","Password Reset","100"
"IM1110097","SMTP Alert sent 2 times at same time","Network","100"
"IM1143509","Laptop:On 6/8 my laptop was stuck on the Dell screen and I was late clocking in to work. And on 6/9 ","Hardware","100"
"IM1143538","user unable to login to pc as there is network error while connected to LAN network(office)","Network","100"
"IM1143654","locked out","Access Authentication Failure","100"
"IM1143666","Unable to unlock iPhone with passcode","Password Reset","100"
"IM1143667","OKTA - unable to login -No error message","Access Authentication Failure","95"
"IM1143673","Zscaler - unable to authenticate - due to account lock out","Access Authentication Failure","90"
"IM1143737","VDI - unable to login - citrix is replaced by admin version","Access Authentication Failure","85"
"IM1146575","Snowstorm - Enquiry regarding aging tickets - RITM0795813 , IM1067967 , IM1067893","Enquiry","90"
"IM1143752","Citrix - unable to login  - account has been locked","Access Authentication Failure","95"
"IM1143812","Unable to login CRM||Account is temporarily locked","Access Authentication Failure","90"
"IM1143865","Okat : okta reset for caroline.soares@internationalsos.com","Password Reset","95"
"IM1143882","Okat : okta reset for Rosny.MbaEvouna@internationalsos.com","Password Reset","95"
"IM1143906","PC/NOTEBOOK - Unable to login to the computer - lack of internet connection","Access Authentication Failure","80"
"IM1143917","Laptop : Unable to login to laptop: Offline TOTP code is not working","Access Authentication Failure","75"
"IM1143954","Post login to the cyberark page getting the below error where we couldn't find the user details","Application Function Issue","85"
"IM1143996","FAST/PNR LookUp Tool | Password Reset Request","Password Reset","95"
"IM1143997","OKTA reset for daniella.garcia@medaire.com","Password Reset","95"
"IM1144033","Deers- User unable to login to Deers inside the VDI","Access Authentication Failure","85"
"IM1144042","AD | Password reset for reshma.yadlapalli@aspirelifestyles.com","Password Reset","95"
"IM1116890","Some customers cant hear me through the headset","Hardware","70"
"IM1144100","Okta- User<julio.ccasa@internationalsos.com>needs to reset their Internationalsos Okta account","Password Reset","95"
"IM1126884","Some IBC, no script and no whisper","Access Authentication Failure","80"
"IM1144110","Desktop | Windows Login Error","Access Authentication Failure","90"
"IM1144123","Active Directory : User changed the password and was unable to authenticate via OKTA.","Password Reset","70"
"IM1144132","OKTA - User called in for one time Admin code as her account was locked","Access Grant Request","85"
"IM1128620","Somethign changed, and now every time I try to save a document it reverts to onedrive. It is causing","Application Function Issue","60"
"IM1144140","locked out","Access Authentication Failure","95"
"IM1144143","TRICARE VDI logging in server Citrix went something wrong and asked me to put Admin Password","Access Authentication Failure","85"
"IM1103982","Sound - unable to hear - speaker button  is greyed out.","Application Function Issue","90"
