Number,Short Description,AI Generated Category,Confidence Score
"INC3956493","No access to Time reporting","Access Authentication Failure","90"
"INC3956459","Zscaler is not connecting to the home/mobile network","Network","85"
"INC3956439","Device is showing non- complaint","Application Function Issue","70"
"INC3956403","Foxit - Prompting for Sign In","Access Authentication Failure","90"
"INC3956385","Laptop charging port is not working since morning.","Hardware","95"
"INC3956373","oracle is not working","Application Function Issue","80"
"INC3956218","Logitech Options+ not successfully downloading from Software Center","Application Function Issue","80"
"INC3956204","UAR: User manager had failed to complete User access review in the period and the UAR was closed as ","Access Revoke","80"
"INC3956135","Revit Licenes","Application Function Issue","70"
"INC3956094","Oracle not working in Home Wifi","Network","60"
"INC3956081","Unable to connect Oracle in Home","Application Function Issue","60"
"INC3956069","Zscaler-Login issue","Access Authentication Failure","80"
"INC3955981","IonutGabriel.Cojocea@linxon.com can not access his laptop he keeps restarting","Hardware","90"
"INC3955979","User needs help to set up the Authentication method.","Access Authentication Failure","95"
"INC3955955","My Headset Microphone will not connect and will not let me speak in teams but the audio will","Application Function Issue","85"
"INC3955941","Need password for new joinee","Employee Onboarding","90"
"INC3955791","I need to setup a travel, and I don't have access to Concur Expenses","Access Authentication Failure","80"
"INC3955784","needs to chnage language","Access Authentication Failure","75"
"INC3955740","unable to use multiple application when working from home due to Zscaler","Network","85"
"INC3955703","User is unable to login, Temp password expired","Password Reset","95"
"INC3955695","Logging Into Autodesk","Access Authentication Failure","80"
"INC3955536","My new mobile Authenticator App not Functioning","Application Function Issue","90"
"INC3955534","zscaler issue, unable to connect","Network","85"
"INC3955532","Need a Zscaler code.","Access Grant Request","90"
"INC3955528","my oracle is not working","Application Function Issue","85"
"INC3955496","zscaler issue","Network","75"
"INC3955457","Intermittent Zscaler Connectivity Issues","Network","90"
"INC3955404","Unable to Create record for Jordan Hire","Employee Onboarding","85"
"INC3955360","Foxit pdf editor asking for SSO signin","Access Authentication Failure","90"
"INC3955347","The user is unable to login in following laptop's.","Access Authentication Failure","80"
"INC3955315","printer need to add","Hardware","95"
"INC3955298","Desktop monitor's display got an issue","Hardware","90"
"INC3955285","Foxit login issue","Access Authentication Failure","95"
"INC3955249","Zscaler password not working / Zscaler not connecting","Access Authentication Failure","90"
"INC3955239","I cant access Oracle via Linxon Infolinx Home","Access Authentication Failure","80"
"INC3955051","Z Scalar not wokring, Oracle Time sheets unable to og in","Application Function Issue","70"
"INC3955034","can't access to Oracle","Access Authentication Failure","90"
"INC3954962","Outlook and Teams Login issue","Network","60"
"INC3954960","Zscaler not working","Application Function Issue","85"
"INC3954953","Need to keep the SLI account active","Access Grant Request","95"
"INC3954941","Oracle and Zscaler isn't working since Friday.","Application Function Issue","75"
"INC3954931","ZSCALER ISSUE","Application Function Issue","95"
"INC3954906","Zscalar connection Error","Network","95"
"INC3954905","zscaler connectivity error","Network","95"
"INC3954867","Zscalar not getting signed in","Access Authentication Failure","85"
"INC3954829","Not able to connect VPN","VPN","90"
"INC3954730","Facing problem to install the AutoCAD software, from software center.","Application Function Issue","80"
"INC3954717","Dayforce credentials not received","Access Authentication Failure","85"
"INC3954555","Need storage for outlook as the storage is full","Service/Process Failure","75"
"INC3954242","To upload my timesheets in Oracle, when I selected ‘Open Link In New Tab’, the page says 'Hummm...ca","Application Function Issue","90"
"INC3954103","SSO Concur is not working","Application Function Issue","85"
"INC3954085","I can't access Oracle time writing portal - get an error message. Tried yesterday and today","Application Function Issue","95"
"INC3954048","URGENT ACTION NEEDED : Project Folder for UT41 Degerträsk deleted","Security Violation","80"
"INC3953893","Sharepoint files will not synchronize and a link cannot be added to my onedrive","Service/Process Failure","75"
"INC3953892","MS outlook email and MS team is not working","Application Function Issue","95"
"INC3953883","Incorrect GL date showing while the reversal happened in November","Application Function Issue","85"
"INC3953848","Zscaler-Login issue","Access Authentication Failure","90"
"INC3953846","Oracle not working, I have issues with Zscaler.","Application Function Issue","80"
"INC3953745","Wrong phonenumber in my signature","Hardware","90"
"INC3953700","PW/ BENTLY IS NOT WORKING/CONNECTING  - UPDATES TO GET INSTALLED","Application Function Issue","75"
"INC3953673","USB-C ports issue","Hardware","95"
"INC3953532","Some windows application(for example Calculator) can not be used","Application Function Issue","95"
"INC3953455","Zscaler not working","Application Function Issue","95"
"INC3953445","Laptop's battery seems to be damaged - office visit 12-14 Jan 26","Hardware","90"
"INC3953396","Zscaler issue","Application Function Issue","95"
"INC3953392","Installation Error of Revit 2024","Application Function Issue","95"
"INC3953390","Revit 2024 Upgrade","Application Function Issue","95"
"INC3953383","Zscaler issue in the system","Application Function Issue","95"
"INC3953378","Zscaler not working","Application Function Issue","95"
"INC3953365","Zscaler Private Access (ZPA) not working","Application Function Issue","95"
"INC3953363","Hello team, I need to get this sharepoint write & read access","Access Grant Request","90"
"INC3953314","Need printer access for my laptop","Access Grant Request","90"
"INC3953302","printer access issue","Access Grant Request","85"
"INC3952810","my Oracle access not working due to reset the password","Password Reset","95"
"INC3952279","Can't login to BO","Application Function Issue","90"
"INC3952257","Support required to raise a request","Access Grant Request","95"
"INC3952256","zscaler not working","Application Function Issue","90"
"INC3952237","My headphone ear pad is peeling off. Need to replace the pad.","Hardware","95"
"INC3952160","zscaler is not working","Application Function Issue","85"
"INC3952108","Even after restart, network folder "\\sli4032\Public\INOPC_Engineering" is not working (Ref: REQ2312","Network","80"
"INC3951974","Headphone and camera not working","Hardware","90"
"INC3951929","Laptop accidental damage","Hardware","95"
"INC3951891","Zscaler not working","Application Function Issue","85"
"INC3951875","server not pinging on LAN","Node/Device Down","80"
"INC3951538","Ibex Billing site not working","Application Function Issue","90"
"INC3951495","Oracle Timesheet portal is not opening","Application Function Issue","90"
"INC3951455","Still cannot see the shared mailbox","Access Authentication Failure","80"
"INC3951453","network connecting issue while working Autocad","Network","85"
"INC3951446","Not able to log in oracle | Zscaler connection issue","Access Authentication Failure","75"
"INC3951437","Installation of Autodesk Software - Revit 2023","Hardware","95"
"INC3951399","Headset not working","Hardware","95"
"INC3951377","zscaler not working","Network","80"
"INC3951369","oracle is not working","Application Function Issue","90"
"INC3951366","Unable to submit my time sheet on oracle | Zscaler connection issue","Application Function Issue","80"
"INC3951343","I ve trying to logging project wise software","Application Function Issue","70"
"INC3951288","Zscaler not working","Application Function Issue","95"
"INC3951287","License issue with STAAD.Pro","Application Function Issue","100"
"INC3951070","My Zscaler and Autocad is not working and it is asking for a password.","Access Authentication Failure","85"
"INC3951035","having problems login into aconex","Access Authentication Failure","90"
"INC3950935","My phone is not connecting to teams","Application Function Issue","95"
"INC3950758","Java Not Functioning","Application Function Issue","95"
"INC3950693","Duplicate Project Folder for UT41 Degerträsk – Request for Removal and Verification","Access Grant Request","85"
"INC3950485","zpa login","Access Authentication Failure","90"
"INC3950483","oracle login  and kofax","Access Authentication Failure","80"
"INC3950415","Zscaler workaround does not work for me","Service/Process Failure","90"
"INC3950351","Having trouble with Zscaler, cannot log out.","Service/Process Failure","90"
"INC3950208","Zscaler is not working","Service/Process Failure","95"
"INC3950206","Zscaler not working","Web Security","95"
"INC3950179","My ORACLE dosent work","Web Security","95"
"INC3950140","IBEX access is being revoked","Access Revoke","95"
"INC3950059","Zscaler issue - asking for code when i try to log out and back in","Web Security","95"
"INC3950017","Zscaler not working","Web Security","95"
"INC3949961","Issue in headset","Hardware","95"
"INC3949914","Camera need service","Hardware","95"
"INC3949903","1. Zscaler is running and stopping, 2. Errors Message during start-up","Service/Process Failure","90"
"INC3949822","Lines coming in monitor.","Network","80"
"INC3949726","I cannot access Concur or Oracle and my Zscaler has a connection error and wont connect","Network","90"
"INC3949426","Printer reconfiguration","Hardware","70"
"INC3949410","Connection error Zscaler","Network","95"
"INC3949397","System Hanging","Service/Process Failure","85"
"INC3949396","Cannot access Oracle applications, or KEOPS server | Zscaler connection issue","Network","90"
"INC3949394","Unable to access files via OneDrive desktop app","Access Authentication Failure","75"
"INC3949391","Zscaler unable to Logout because of password","Password Reset","85"
"INC3949386","My outlook appears to be very slow. Am receiving mails very late compared to my outlook in phone.","Application Function Issue","75"
"INC3949369","I need help to install revit in my PC. which is getting error in Software center","Access Grant Request","90"
"INC3949339","Urgent Request to provide Chrome web browser access to attend Consepsys -Document Controller certifi","Application Function Issue","60"
"INC3949310","OneDrive issue","Service/Process Failure","70"
"INC3949278","cannot open oracle and Zscalar cannot connect","Application Function Issue","90"
"INC3949271","Need to install chrome for the consepsys exam system check","Access Grant Request","85"
"INC3949245","Citrix Workspace Login","Access Authentication Failure","75"
"INC3949230","my computer space left 15GB only, Request to delete the user who used this machine previously","Employee Offboarding","80"
"INC3949016","ZScaller not working","Application Function Issue","85"
"INC3948995","Oracle not working","Application Function Issue","95"
"INC3948956","I can not access Oracle","Application Function Issue","90"
"INC3948948","Need Default IT Starter Kit","Web Security","90"
"INC3948825","Could not submit oracle timesheets","Application Function Issue","85"
"INC3948812","Zscaler not working where i updated the policy but unable to logout as it is asking logout password","Password Reset","75"
"INC3948751","Not able to access timesheet, Zscaler issue","Web Security","80"
"INC3948705","unable to authinicate ZPA","Access Authentication Failure","95"
"INC3948637","Unable to access Oracle, Zscaler password required to log out and does not accept network password","Password Reset","85"
"INC3948629","No access to Oracle and no connection to Zscaler","Access Authentication Failure","85"
"INC3948517","Please can my email address be changed from "Francis.Charlesworth@ linxon.com"  to Jim.Charlesworth@","Access Grant Request","95"
"INC3948515","Please give India GETS share folder access","Access Grant Request","90"
"INC3948511","change workday langauge from arabic to english","Access Authentication Failure","80"
"INC3948495","No connection to Z drive","Access Authentication Failure","75"
"INC3948373","Unable to access Outlook from phone - Account locked error","Password Reset","90"
"INC3948360","Zscaler Private Access is not working. I followed the repair guidance, but I’m unable to log out bec","Application Function Issue","95"
"INC3948321","CDEGS not working","Application Function Issue","95"
"INC3948222","Projectwise-Signin issue","Access Authentication Failure","85"
"INC3948181","Printer configuration required for taking print outs.","Hardware","90"
"INC3948171","WEB ID not working","Access Authentication Failure","85"
"INC3948118","zScaler not working","Application Function Issue","95"
"INC3948116","Plotter Installation_PLT01411_PCL","Hardware","90"
"INC3948066","Zscaler is not working","Application Function Issue","95"
"INC3948041","Print service not working","Service/Process Failure","90"
"INC3947997","Service account not working. (svc_NAC03563_PROD_01@atkinsrealis.com)","Service/Process Failure","85"
"INC3947946","unable to connect zscaler","Network","80"
"INC3947910","Issue in Cancelled entries","Application Function Issue","75"
"INC3947815","Some of the Keyboard keys are not working","Hardware","95"
"INC3947803","Oracle timesheet booking page not loading","Application Function Issue","85"
"INC3947767","Access to Oracle Required.","Access Authentication Failure","80"
"INC3947766","Zscaler issue not connecting","Network","85"
"INC3947683","Cannot access Oracle Timesheet Portal.","Access Authentication Failure","85"
"INC3947612","Zscaler does not connect","Application Function Issue","90"
"INC3947596","Slow computer and fan making a lot of noise","Hardware","95"
"INC3947580","Google Chrome is not Working","Application Function Issue","80"
"INC3947578","Getting error while updating the hourly rate in Oracle Assigned","Service/Process Failure","75"
"INC3947568","Account unblock and password reset","Password Reset","90"
"INC3947562","zscaler not connecting so unable to complete timesheet","Access Authentication Failure","80"
"INC3947546","Zscaler does not work even though I followed the instructions sent out. It is asking for a password ","Password Reset","80"
"INC3947543","My concur and Oracle and Zscaler are not working","Application Function Issue","70"
"INC3947520","My headset is not synching with the laptop system","Hardware","90"
"INC3947510","no access to Oracle or concur","Access Authentication Failure","85"
"INC3947479","Need to create CLA account, please support to me to submit correct catalogue","Access Grant Request","95"
"INC3947444","I've raised a request for amendment in the group email address, TASK2507102. After that, we received","Access Grant Request","80"
"INC3947418","Unable to connect zscaler","Network","70"
"INC3947409","Log In Password not working","Password Reset","85"
"INC3947361","Sage 300 ACCPAC login error","Application Function Issue","75"
"INC3947312","Oracle Time Sheet is not opening","Application Function Issue","75"
"INC3947298","Guest is unable to connect to the intranet","Network","70"
"INC3947278","Zscaler connection issue","Web Security","65"
"INC3947244","Zscaler is not working. Asking logout password","Web Security","95"
"INC3947222","Onedrive sync issue","Application Function Issue","90"
"INC3947096","1) Zscaler is not working 2) Can't log in to CITRIX","Web Security","85"
"INC3946947","User is having issue accessing to oracle.","Access Issue","90"
"INC3946903","Zscaler Error","Web Security","80"
"INC3946739","AUTOCAD NO LICENSE AVAILABLE","Application Function Issue","95"
"INC3946585","Can not charge Holiday under 663888 in US Timesheets","Application Function Issue","85"
"INC3946549","Access issue","Access Authentication Failure","90"
"INC3946504","I cannot run Oracle/SAP from my Laptop","Application Function Issue","90"
"INC3946434","ORACLE Account","Access Authentication Failure","85"
"INC3946404","Z-Scaler connectivity issue","Network","95"
"INC3946369","Zscaler is not Connecting-1st message send on 24/11","Network","95"
"INC3946284","wrong paper format error on the printer.","Hardware","90"
"INC3946274","Cannot login into Workday system to do the trainings","Access Authentication Failure","80"
"INC3946267","Printer not working properly","Hardware","90"
"INC3946117","External part cant access External Sharepoint","Access Authentication Failure","85"
"INC3946114","User Account Control Pop-up issue in Foxit PDF.","Application Function Issue","90"
"INC3946090","unable to log onto Oracle","Access Authentication Failure","95"
"INC3946071","MS teams app installation error in iPhone 15 mobile","Application Function Issue","80"
"INC3946058","Unable to access the teams in the system","Node/Device Down","90"
"INC3945982","Civil 3D Installation failed","Application Function Issue","85"
"INC3945903","Oracle Down","Node/Device Down","95"
"INC3945867","User is facing issue with the service now portal","Service/Process Failure","85"
"INC3945862","My second monitor is flickering continuously","Hardware","90"
"INC3945842","I have access to ACC in the Bulls Lodge project . however, I am unable to view the overview of any f","Access Authentication Failure","75"
"INC3945829","Outlook Error","Application Function Issue","80"
"INC3945766","ORACLE TIMESHEET NOT WORKING","Application Function Issue","95"
"INC3945729","Unable to connect Zscaler","Network","80"
"INC3945662","Autodesk Docs (ACC) not accessing to Revit Software.","Access Authentication Failure","85"
"INC3945657","Zscaler Connectivity Issues","Network","95"
"INC3945640","Can't access Oracle - maybe a zscaler issue-1st message send","Network","85"
"INC3945634","my PC will not access the Oracle software","Application Function Issue","75"
"INC3945606","My one drive never works properly, always goes out of sync, kindly help to fix.akshay.sanoj@linxon.c","Hardware","60"
"INC3945593","zscaler is not connecting","Network","90"
"INC3945585","Autodesk License","Service/Process Failure","80"
"INC3945570","elMaster does not work, an error message says (communication error with license server).","Application Function Issue","95"
"INC3945558","Need to reset MFA","Password Reset","95"
"INC3945522","Zscaler not connecting","Network","90"
"INC3945474","Corel (WinZip) is an evaluation version only (no license)","Application Function Issue","90"
"INC3945470","Zscaler connection loss-1st message send on 24/11","Network","90"
"INC3945462","zscaler is not connecting","Hardware","95"
"INC3945424","Laptop - Physical Damage_Shamim Ahamed","null","null"
"INC3945400","Zscaler","Network","80"
"INC3945356","My system’s Zscaler app is showing a connection error, and I am unable to access AutoCAD as it is di","Application Function Issue","75"
"INC3945343","URL links of ORACLE and HCM are not working including Zscalar connection","Network","85"
"INC3945331","Oracle not opening","Application Function Issue","60"
"INC3945326","ZSCLAER App is not getting connected due to which i am not able to log into markview and Oracle","Network","90"
"INC3945302","zscaler connection error","Network","95"
"INC3945288","unable to connect zscaler","Network","95"
"INC3945284","Unable to access applications due to Zscaler","Network","95"
"INC3945259","Oacle web site do not open","Application Function Issue","85"
"INC3945226","Zscaler connection issues","Network","95"
"INC3945225","Zscaler connection issues","Network","95"
"INC3945201","Workday Setup changed to Arabic","Access Authentication Failure","70"
"INC3945184","user is not able to access the excelity","Application Function Issue","80"
"INC3945165","Zscaler logout password","Password Reset","60"
"INC3945163","Zscaler logout password","Password Reset","60"
"INC3945113","Hi GM, Am not possible to access my DNS server","Network","80"
"INC3945083","Zscaler not working due to which unable to login to Oracle for approvals & submission of time sheet.","Application Function Issue","70"
"INC3945026","Unable to connect Zscaler","Network","90"
"INC3944877","User is facing issue with the password","Password Reset","60"
"INC3944831","Zscaler down","Node/Device Down","85"
"INC3944825","Zscalar issue","Web Security","75"
"INC3944721","Driver Download & Install Request","Hardware","50"
"INC3944665","Cannot log on to Oracle","Access Authentication Failure","65"
"INC3944652","my laptop after updrade the wondows zscaler not connecting","Network","85"
"INC3944583","zscaler is  not working","Network","90"
"INC3944580","kadhim laptop is working perfectly but the zscaler keeping saysing it is trying to connect but it is","Network","80"
"INC3944541","cannot connect ZSCALER","Network","95"
"INC3944428","Excelity portal not opening","Application Function Issue","75"
"INC3944427","Zscaler not connecting to the system","Network","90"
"INC3944418","Zscaler not connecting","Network","95"
"INC3944288","I am working with US finance team and checking on the timesheets. Some of the employee timesheet are","Application Function Issue","80"
"INC3944279","Unable to access to Oracle Timesheet page","Access Authentication Failure","90"
"INC3944221","zscaler connection error","Network","85"
"INC3944081","Oracle not working","Application Function Issue","75"
"INC3944061","I am trying to enter “Holiday” for Nov 27 and 28. That option is not available to me when using 6638","Application Function Issue","95"
"INC3944046","Oracle page is not get opened, for Time sheet and Expense reports","Application Function Issue","95"
"INC3944041","Zscaler - connection error","Application Function Issue","90"
"INC3943978","Camera on teams not working","Application Function Issue","85"
"INC3943968","Not able to access Zdrive and Oracle","Access Authentication Failure","80"
"INC3943924","Oracle is not working","Application Function Issue","95"
"INC3943875","Recently, i have changed my Linxon Email and i do not have access to timesheet (Oracle), concur also","Access Authentication Failure","75"
"INC3943874","Cannot access the network from home","Network","90"
"INC3943809","Zscaler is showing - connection error so I cannot use some software such as AutoCad","Network","95"
"INC3943795","ZScaler app can not connect to server","Network","90"
"INC3943780","Loss of connection to Z drive","Node/Device Down","85"
"INC3943634","Zscaler is not working. Need to fix this immediately.","Application Function Issue","80"
"INC3943545","user unable to access timesheet","Access Authentication Failure","75"
"INC3943508","I couldn't Install the Revit 2024 Software","Application Function Issue","70"
"INC3943452","Zscaler-User  not able to log in oracle and concur","Access Authentication Failure","95"
"INC3943434","oracle not working for Wojciech and Akram","Access Authentication Failure","90"
"INC3943416","Can not login to Foxit "Letitia Fearon"","Access Authentication Failure","85"
"INC3943359","Autodesk software not working (AutoCAD, Revit)","Application Function Issue","95"
"INC3943326","Autodesk is not working","Application Function Issue","90"
"INC3943303","Shared Drive File Not Accessible to Other Users","Network","80"
"INC3943269","zscaler is not working","Service/Process Failure","90"
"INC3943264","Issue with Zscaler","Service/Process Failure","85"
"INC3943211","Cannot access Z Drive","Access Authentication Failure","80"
"INC3943204","Cannot open Oracle to complete a timesheet","Application Function Issue","90"
"INC3943197","MS-Excel is crashing frequently. Particularly while working on the files in Sharepoint.","Application Function Issue","95"
"INC3943183","oracle time sheet not working","Access Authentication Failure","75"
"INC3943181","Zscaler not working","Network","90"
"INC3943137","Zscalar issue","Network","85"
"INC3943117","Issue with Zscaler Private Access Connectivity","Network","95"
"INC3943031","Need MFD266i_PCL6 printer access","Hardware","90"
"INC3942965","Zscalar issue","Network","80"
"INC3942954","ZSCALER not connecting, cant use AutoCAD","Network","90"
"INC3942918","I unable to connect my home network (JIO fiber) / mobile network (Airtel) to my laptop during my wor","Network","70"
"INC3942917","ZSCALAR is not getting connected in my home WiFi. So unable to access the Oracle and Kofax which are","Network","85"
"INC3942915","AutoCAD License Issue","Application Function Issue","95"
"INC3942897","I BEX Issue","Application Function Issue","80"
"INC3942864","Zscaler issue - Unable to login into any of the applications.","Access Authentication Failure","95"
"INC3942846","Unable to connect Zscaler","Access Authentication Failure","95"
"INC3942698","Unable to connect Zscaler","Access Authentication Failure","95"
"INC3942668","zscaler not working","Access Authentication Failure","95"
"INC3942647","Unable to connect to the zpa","Network","85"
"INC3942595","Unable to Login the Oracle time sheet portal","Access Authentication Failure","95"
"INC3942583","Zscaler connection issue","Access Authentication Failure","95"
"INC3942547","Zscaler issue - Unable to login in Oracle / Kofax Markview","Access Authentication Failure","95"
"INC3942532","MS Excel files not opening","Application Function Issue","90"
"INC3942403","unable to connect my personal WIFI network","Network","85"
"INC3942332","AutoCAD login","Access Authentication Failure","80"
"INC3942274","Oracle and Markview not working - zscaler connectivity error","Security Violation","75"
"INC3942028","Elmaster enterprise software not able to login and the Elmaster design showing licence error from ye","Access Authentication Failure","70"
"INC3941995","Zscaler is not connecting in my system suddenly. Hence I could not able to access the other Applicat","Service/Process Failure","65"
"INC3941879","Do not have access to Oracle (time sheets)","Access Authentication Failure","85"
"INC3941862","FlexNet License Finder Error in AutoCad","Application Function Issue","90"
"INC3941807","Autodesk AutoCAD license","Access Authentication Failure","75"
"INC3941798","Zscaler is not working","Network","95"
"INC3941668","Zscaler Client is not connecting to the network. Showing Connection Error","Network","95"
"INC3941264","I am receiving an email saying I have an inactive but not primary account that will be deleted. I ne","Employee Offboarding","80"
"INC3941254","New excel sheet layout_Arabic-1st message send on 21/11","Application Function Issue","85"
"INC3941220","new laptop and one note doesnt show previous notes","Application Function Issue","75"
"INC3941173","Billing web site (iBEX) not working/opeing giving access error.","Access Authentication Failure","90"
"INC3940940","Workday language changed to Arabic and became out of sync, I want to make it English again.","Application Function Issue","80"
"INC3940897","Document Library disappeared in SharePoint","Service/Process Failure","70"
"INC3940875","duplicate email address found ( Akshay.Sanoj2@linxon.com )Kindly remove this as people are mailing t","Security Violation","90"
"INC3940603","Email id not getting signed in with Outlook and Teams in Phone (Model: Motorola Edge 40)","Access Authentication Failure","85"
"INC3940539","New laptop isn't syncing to onedrive. Same happened a month ago.","Application Function Issue","80"
"INC3940484","Owner of folder in Teams / sharepoint","Access Grant Request","75"
"INC3940463","Email not sending","Service/Process Failure","95"
"INC3940450","Add Local printer to My PC","Hardware","90"
"INC3940406","Trimble pro design license issue","Application Function Issue","85"
"INC3940384","Need Bitlocker Key","Access Authentication Failure","75"
"INC3939998","poor batery performance and some of the key does not work properly","Hardware","60"
"INC3939899","Unable to install management profile - while registering company portal","Service/Process Failure","80"
"INC3939893","Tekla model sharing licens","Application Function Issue","70"
"INC3939833","Map network drive","Network","70"
"INC3939820","I'd like help setting up an easy access to onedrive - i have the capacity to save but can't find the","Access Grant Request","80"
"INC3939719","Unable to login to laptop - Profile not loading","Access Authentication Failure","90"
"INC3939684","My laptop is running out of space","Hardware","95"
"INC3939674","Trimble Tekla Tedds 2024 (2024 SP1) - GLOBAL // STANDALONE not working","Application Function Issue","85"
"INC3939664","Bluetooth headset is not functioning","Hardware","90"
"INC3939437","Time sheet rejection","Service/Process Failure","85"
"INC3939316","verification code not coming on phone","Application Function Issue","95"
"INC3939294","I'm not able to add printer in user Device with my ins account.","Application Function Issue","90"
"INC3939292","I am unable to install Revit 2024 software from the Software Center.","Application Function Issue","95"
"INC3938826","I have company provided phone but the personal hotspot is very slow","Network","85"
"INC3938624","Log in to Oracle","Access Authentication Failure","80"
"INC3938368","iPhone Set Up","Employee Onboarding","75"
"INC3938262","STAR APP is not working (https://starsnc.visionap.com/)","Application Function Issue","95"
"INC3938202","Teams not working on new laptop","Hardware","85"
"INC3938107","flush profile - office visit 12-14 Jan 26","Store Rebuild","90"
"INC3938067","Kindly do a profile flush and rebuild the machine.   Machine is  Non-compliant for windows security ","Security Violation","90"
"INC3938028","Login issue for Foxit PDF Editor","Access Authentication Failure","80"
"INC3937950","Laptop that i received has back cover broken, probably damaged from fall - office visit 12-14 Jan 26","Hardware","95"
"INC3937936","ACC Issues are not visible to external party","Access Authentication Failure","80"
"INC3937863","Unable to edit the reports in cash analytics","Application Function Issue","90"
"INC3937834","Installation support for Plannexcg Plannex Excel tool 8 (8.042) - GLOBAL // STANDALONE.","Hardware","90"
"INC3937704","HDMI Port not working","Hardware","95"
"INC3937682","Had raised request to access SAP Business Objects.REQ2298628 - RITM5355786 - Business Objects. But a","Access Grant Request","95"
"INC3937681","Kindly close all IT access to Ali Bakeet.","Access Revoke","95"
"INC3937619","I have 2 timecards from October that I have submitted, my project managers say they have approved bu","Application Function Issue","80"
"INC3937569","Profile Not Visible in Organization Chart and Search","Application Function Issue","85"
"INC3937567","unable to open powerfactory","Application Function Issue","75"
"INC3937548","Unable to access outlook: Device must comply organization compliance requirement","Security Violation","90"
"INC3937371","New Foxit editor asking for SSO login. AR mail id is not working for SSO. "Sharavan Kumar"","Access Authentication Failure","85"
"INC3937291","Unable to connect to office printer","Hardware","80"
"INC3937258","No access to Oracle system to approve timesheet","Access Authentication Failure","75"
"INC3936976","Password reset for new joiner","Password Reset","95"
"INC3936926","Unable to print anything and when I was able to print , the color was very faded.","Application Function Issue","95"
"INC3936669","Unable to access VCW","Access Authentication Failure","85"
"INC3936553","Project wise app installation","Application Function Issue","90"
"INC3936495","autocad very slow working","Application Function Issue","95"
"INC3936487","Install JAVA","Service/Process Failure","80"
"INC3936437","Profile Not Visible in Organization Chart and Search","Access Authentication Failure","85"
"INC3936399","Installation error for Autodesk Civil 3D","Service/Process Failure","85"
"INC3936382","My autocad 2023 license needs an update","Application Function Issue","90"
"INC3936351","Need space in C drive","Hardware","85"
"INC3936343","Plaxis 3d: Im not able to save my files, se screenshot","Application Function Issue","80"
"INC3936330","Common mailbox unavailable","Service/Process Failure","95"
"INC3936284","Head phone not working","Hardware","95"
"INC3936258","Installations och local applications + printer","Application Function Issue","70"
"INC3936209","Trying to access client portal","Access Authentication Failure","85"
"INC3936162","The user is unable to login in her laptop, SenthilkumarS.NULL@linxon.com","Access Authentication Failure","90"
"INC3936124","No space in C drive","Hardware","85"
"INC3936095","Network directory access","Network","75"
"INC3935849","In Continuation to the Incident Number INC3918996 - Still Shared mailbox emails are automatically mo","Service/Process Failure","80"
"INC3935767","I am not able to download by payslip from September month in Dayforce","Application Function Issue","95"
"INC3935764","Workday is not working","Application Function Issue","90"
"INC3935759","Users system is not booting up after login","Password Reset","90"
"INC3935467","Laptop Hybrid - Azure issue","Application Function Issue","85"
"INC3935399","orcale login in","Access Authentication Failure","80"
"INC3935336","Change of phone number on Teams","Hardware","95"
"INC3935294","Need assistance in resetting password for - RUBAC","Application Function Issue","85"
"INC3935242","Not charging","Access Grant Request","75"
"INC3935077","Microsoft Outlook Error","Hardware","90"
"INC3934938","Aspen oneliner not working after installation","Service/Process Failure","80"
"INC3934911","MFA setup","Application Function Issue","85"
"INC3934424","new laptop required","Hardware","95"
"INC3934334","Need to add office printer","Hardware","90"
"INC3934277","no internet coneccion when I try to connect computer to the screens","Network","85"
"INC3934242","Unable to download one of Teams Meeting Recording (Training) which is provided by me on 01st Aug 202","Application Function Issue","80"
"INC3934205","MAIL ACCESS & TEAMS ACCESS NOT WORKING IN MOBILE","Access Authentication Failure","75"
"INC3934184","Horizon VDI Ipad Server Connection","Service/Process Failure","70"
"INC3934157","Issue with teams meeting in outlook","Application Function Issue","85"
"INC3934075","Blue screen","Hardware","80"
"INC3934041","I have applied the admin right to my account, but still can not use the admin right","Access Authentication Failure","90"
"INC3934026","Email has been sent by supplier user has not been received","Service/Process Failure","85"
"INC3933995","Vulnerable Software Removal Required -7-zip- 18.05.0.0","Security Violation","95"
"INC3933833","Authenticator issue","Access Authentication Failure","80"
"INC3933832","Printer Access required-MFD266i_PCL6","Hardware","90"
"INC3933815","Shared Mail box issue","Access Authentication Failure","95"
"INC3933795","Unable to Unlock Laptop After Lunch – Ctrl+Alt+Delete Not Working","Access Authentication Failure","95"
"INC3933775","Getting error while updating the hourly rate in Oracle","Application Function Issue","90"
"INC3933739","VM3-Unable to log into Citrix","Access Authentication Failure","95"
"INC3933726","Unable to login to the laptop","Access Authentication Failure","95"
"INC3933714","Bitlocker key id 8C8D","Security Violation","80"
"INC3933658","Not able to login the laptop","Access Authentication Failure","95"
"INC3933610","unable to access oracle timesheet","Application Function Issue","85"
"INC3933556","Other internet Network connect time privet access error showing some software not working.","Network","80"
"INC3933320","add Timesheet template in Oracle","Application Function Issue","70"
"INC3933153","Cannot access InEight SSO. Admin access it required,","Access Authentication Failure","90"
"INC3933120","Laptop Mic issue","Hardware","95"
"INC3932996","Recap Software unable to view","Application Function Issue","85"
"INC3932728","unable to access excelity portal","Access Authentication Failure","85"
"INC3932614","Need to install site printer","Hardware","90"
